"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.204671250E0,3.795232773E0,2.680110216E0,-3.221586227E0
2.214655250E0,4.075339794E0,3.361063480E0,-3.241618633E0
2.224638250E0,4.513701439E0,3.650139332E0,-3.452251673E0
2.234622250E0,5.072096348E0,3.604991198E0,-3.841856718E0
2.244606250E0,5.676990986E0,3.297684431E0,-4.431140900E0
2.254589250E0,6.239030838E0,2.869210958E0,-5.188262463E0
2.264573250E0,6.658071995E0,2.392654657E0,-6.067358494E0
2.274557250E0,6.809173584E0,1.768943906E0,-7.058606625E0
2.284540250E0,6.878378391E0,1.087668419E0,-8.086525917E0
2.294524250E0,6.643271923E0,8.834301680E-2,-9.027595520E0
2.304507250E0,5.560125828E0,-1.687639475E0,-9.887302399E0
2.314491250E0,4.061594963E0,-3.562456608E0,-1.055809498E1
2.324475250E0,3.047445774E0,-4.856873512E0,-1.064811039E1
2.334458250E0,3.015213490E0,-6.247079849E0,-9.936825752E0
2.344442250E0,3.151673555E0,-7.299058914E0,-8.853984833E0
2.354426250E0,3.047831535E0,-7.328145027E0,-7.589440346E0
2.364409250E0,2.747455120E0,-6.291249752E0,-6.010233879E0
2.374393250E0,2.111409664E0,-4.301458359E0,-4.224882603E0
2.384377250E0,1.123959661E0,-1.921239257E0,-2.260983944E0
2.394360250E0,4.400529340E-2,1.548026651E-1,-4.011562169E-1
2.404344250E0,-8.938383460E-1,1.498519421E0,1.106925011E0
2.414328250E0,-1.454870582E0,1.846645474E0,2.196989536E0
2.424311250E0,-1.533588529E0,1.441040993E0,2.899368286E0
2.434295250E0,-1.275431991E0,6.204297543E-1,3.343566418E0
2.444278250E0,-8.469424248E-1,-2.499983311E-1,3.630117416E0
2.454262250E0,-4.239273667E-1,-9.091686606E-1,3.849559546E0
2.464246250E0,-9.526507556E-2,-1.313405633E0,4.125928879E0
2.474229250E0,9.934347123E-2,-1.492604733E0,4.516730785E0
2.484213250E0,9.813199937E-2,-1.516877651E0,5.092646599E0
2.494197250E0,-8.412381262E-2,-1.302872419E0,5.903787613E0
2.504180250E0,-3.315791488E-1,-4.694739878E-1,6.819905281E0
